3438,類比科,上櫃,半導體業
3527,聚積,上櫃,半導體業
3529,力旺,上櫃,半導體業
3553,力積,上櫃,半導體業
3555,擎泰,上櫃,半導體業
3556,禾瑞亞,上櫃,半導體業
3567,逸昌,上櫃,半導體業
3658,漢微科,上櫃,半導體業
3675,德微,上櫃,半導體業
3680,家登,上櫃,半導體業
3707,漢磊,上櫃,半導體業
4947,F-昂寶,上櫃,半導體業
4966,F-譜瑞,上櫃,半導體業
4971,F-IET,上櫃,半導體業
4973,廣穎,上櫃,半導體業
4991,F-環宇,上櫃,半導體業
5272,笙科,上櫃,半導體業
5274,信驊,上櫃,半導體業
5302,太欣,上櫃,半導體業
5314,世紀,上櫃,半導體業
5344,立衛,上櫃,半導體業
5347,世界,上櫃,半導體業
5351,鈺創,上櫃,半導體業
5425,台半,上櫃,半導體業
5455,訊利電,上櫃,半導體業
5466,泰林,上櫃,半導體業
5468,凱鈺,上櫃,半導體業
5483,中美晶,上櫃,半導體業
5487,通泰,上櫃,半導體業
6103,合邦,上櫃,半導體業
6104,創惟,上櫃,半導體業
6129,普誠,上櫃,半導體業
6138,茂達,上櫃,半導體業
6147,頎邦,上櫃,半導體業
6182,合晶,上櫃,半導體業
6198,凌泰,上櫃,半導體業
6223,旺矽,上櫃,半導體業
6229,研通,上櫃,半導體業
6233,旺玖,上櫃,半導體業
6236,康呈,上櫃,半導體業
6237,驊訊,上櫃,半導體業
6261,久元,上櫃,半導體業
6287,元隆,上櫃,半導體業
6291,沛亨,上櫃,半導體業
6411,晶焱,上櫃,半導體業
8024,佑華,上櫃,半導體業
8040,九暘,上櫃,半導體業
8054,安國,上櫃,半導體業
8079,誠遠,上櫃,半導體業
8086,宏捷科,上櫃,半導體業
8088,品安,上櫃,半導體業
8277,商丞,上櫃,半導體業
1802,台玻,上市,玻璃陶瓷
1806,冠軍,上市,玻璃陶瓷
1809,中釉,上市,玻璃陶瓷
1810,和成,上市,玻璃陶瓷
1817,凱撒衛,上市,玻璃陶瓷
證券代號,證券名稱,市場別,產業別
1503,士電,上市,電機機械
1504,東元,上市,電機機械
1506,正道,上市,電機機械
1507,永大,上市,電機機械
1512,瑞利,上市,電機機械
1513,中興電,上市,電機機械
1514,亞力,上市,電機機械
1515,力山,上市,電機機械
1517,利奇,上市,電機機械
1519,華城,上市,電機機械
1521,大億,上市,電機機械
1522,堤維西,上市,電機機械
1524,耿鼎,上市,電機機械
1525,江申,上市,電機機械
1526,日馳,上市,電機機械
1527,鑽全,上市,電機機械
1528,恩德,上市,電機機械
1529,樂士,上市,電機機械
1530,亞崴,上市,電機機械
1531,高林股,上市,電機機械
1533,車王電,上市,電機機械
1535,中宇,上市,電機機械
1536,和大,上市,電機機械
1537,廣隆,上市,電機機械
1538,正峰新,上市,電機機械
1539,巨庭,上市,電機機械
1540,喬福,上市,電機機械
1541,錩泰,上市,電機機械
1558,伸興,上市,電機機械
1560,中砂,上市,電機機械
1568,倉佑,上市,電機機械
1583,程泰,上市,電機機械
1589,F-永冠,上市,電機機械
1590,F-亞德,上市,電機機械
1592,F-英瑞,上市,電機機械
2049,上銀,上市,電機機械
2228,劍麟,上市,電機機械
2231,為升,上市,電機機械
2371,大同,上市,電機機械
3167,大量,上市,電機機械
4526,東台,上市,電機機械
4532,瑞智,上市,電機機械
5288,F-豐祥,上市,電機機械
6605,帝寶,上市,電機機械
8374,羅昇,上市,電機機械
8996,高力,上市,電機機械
1566,捷邦,上櫃,電機機械
1570,力肯,上櫃,電機機械
1580,新麥,上櫃,電機機械
1586,和勤,上櫃,電機機械
1591,F-駿吉,上櫃,電機機械
1597,直得,上櫃,電機機械
1599,宏佳騰,上櫃,電機機械
2066,世德,上櫃,電機機械
2067,嘉鋼,上櫃,電機機械
2230,泰茂,上櫃,電機機械
2233,宇隆,上櫃,電機機械
2235,謚源,上櫃,電機機械
3162,精確,上櫃,電機機械
3379,彬台,上櫃,電機機械
4502,源恆,上櫃,電機機械
4503,金雨,上櫃,電機機械
4506,崇友,上櫃,電機機械
4510,高鋒,上櫃,電機機械
4513,福裕,上櫃,電機機械
4523,永彰,上櫃,電機機械
4527,方土霖,上櫃,電機機械
4528,江興鍛,上櫃,電機機械
4530,宏易,上櫃,電機機械
4533,協易機,上櫃,電機機械
4534,慶騰,上櫃,電機機械
4535,至興,上櫃,電機機械
4549,桓達,上櫃,電機機械
6122,擎邦,上櫃,電機機械
6603,富強鑫,上櫃,電機機械
6609,瀧澤科,上櫃,電機機械
8083,瑞穎,上櫃,電機機械
8255,朋程,上櫃,電機機械
9951,皇田,上櫃,電機機械
2301,光寶科,上市,電腦及週邊設備業
2305,全友,上市,電腦及週邊設備業
2324,仁寶,上市,電腦及週邊設備業
2331,精英,上市,電腦及週邊設備業
2352,佳世達,上市,電腦及週邊設備業
2353,宏碁,上市,電腦及週邊設備業
2356,英業達,上市,電腦及週邊設備業
2357,華碩,上市,電腦及週邊設備業
2358,廷鑫,上市,電腦及週邊設備業
2361,鴻友,上市,電腦及週邊設備業
2362,藍天,上市,電腦及週邊設備業
2364,倫飛,上市,電腦及週邊設備業
2365,昆盈,上市,電腦及週邊設備業
2376,技嘉,上市,電腦及週邊設備業
2377,微星,上市,電腦及週邊設備業
2380,虹光,上市,電腦及週邊設備業
2382,廣達,上市,電腦及週邊設備業
2385,群光,上市,電腦及週邊設備業
2387,精元,上市,電腦及週邊設備業
2395,研華,上市,電腦及週邊設備業
2397,友通,上市,電腦及週邊設備業
2399,映泰,上市,電腦及週邊設備業
2405,浩鑫,上市,電腦及週邊設備業
2417,圓剛,上市,電腦及週邊設備業
2424,隴華,上市,電腦及週邊設備業
2425,承啟,上市,電腦及週邊設備業
2442,新美齊,上市,電腦及週邊設備業
2465,麗臺,上市,電腦及週邊設備業
3002,歐格,上市,電腦及週邊設備業
3005,神基,上市,電腦及週邊設備業
3013,晟銘電,上市,電腦及週邊設備業
3017,奇鋐,上市,電腦及週邊設備業
3022,威強電,上市,電腦及週邊設備業
3046,建碁,上市,電腦及週邊設備業
3057,喬鼎,上市,電腦及週邊設備業
3060,銘異,上市,電腦及週邊設備業
3231,緯創,上市,電腦及週邊設備業
3494,誠研,上市,電腦及週邊設備業
3515,華擎,上市,電腦及週邊設備業
3701,大眾控,上市,電腦及週邊設備業
3706,神達,上市,電腦及週邊設備業
4915,致伸,上市,電腦及週邊設備業
4916,事欣科,上市,電腦及週邊設備業
4938,和碩,上市,電腦及週邊設備業
5215,F-科嘉,上市,電腦及週邊設備業
5264,F-鎧勝,上市,電腦及週邊設備業
6117,迎廣,上市,電腦及週邊設備業
6128,上福,上市,電腦及週邊設備業
6166,凌華,上市,電腦及週邊設備業
6172,互億,上市,電腦及週邊設備業
6206,飛捷,上市,電腦及週邊設備業
6230,超眾,上市,電腦及週邊設備業
6235,華孚,上市,電腦及週邊設備業
6277,宏正,上市,電腦及週邊設備業
6414,樺漢,上市,電腦及週邊設備業
8114,振樺電,上市,電腦及週邊設備業
8163,達方,上市,電腦及週邊設備業
8210,勤誠,上市,電腦及週邊設備業
9912,偉聯,上市,電腦及週邊設備業
1569,濱川,上櫃,電腦及週邊設備業
3071,協禧,上櫃,電腦及週邊設備業
3088,艾訊,上櫃,電腦及週邊設備業
3126,信億,上櫃,電腦及週邊設備業
3171,新洲,上櫃,電腦及週邊設備業
3211,順達,上櫃,電腦及週邊設備業
3213,茂訊,上櫃,電腦及週邊設備業
3272,東碩,上櫃,電腦及週邊設備業
3287,廣寰科,上櫃,電腦及週邊設備業
3323,加百裕,上櫃,電腦及週邊設備業
3325,旭品,上櫃,電腦及週邊設備業
3416,融程電,上櫃,電腦及週邊設備業
3479,安勤,上櫃,電腦及週邊設備業
3483,力致,上櫃,電腦及週邊設備業
3521,鴻翊,上櫃,電腦及週邊設備業
3540,曜越,上櫃,電腦及週邊設備業
3577,泓格,上櫃,電腦及週邊設備業
3594,磐儀,上櫃,電腦及週邊設備業
3611,鼎翰,上櫃,電腦及週邊設備業
3625,西勝,上櫃,電腦及週邊設備業
3652,精聯,上櫃,電腦及週邊設備業
3693,營邦,上櫃,電腦及週邊設備業
4924,F-欣厚,上櫃,電腦及週邊設備業
4987,科誠,上櫃,電腦及週邊設備業
5289,宜鼎,上櫃,電腦及週邊設備業
5304,鼎創達,上櫃,電腦及週邊設備業
5356,協益,上櫃,電腦及週邊設備業
5384,捷元,上櫃,電腦及週邊設備業
5386,青雲,上櫃,電腦及週邊設備業
5426,振發,上櫃,電腦及週邊設備業
5438,東友,上櫃,電腦及週邊設備業
5450,寶聯,上櫃,電腦及週邊設備業
5465,富驊,上櫃,電腦及週邊設備業
5474,聰泰,上櫃,電腦及週邊設備業
5490,同亨,上櫃,電腦及週邊設備業
6105,瑞傳,上櫃,電腦及週邊設備業
6121,新普,上櫃,電腦及週邊設備業
6123,上奇,上櫃,電腦及週邊設備業
6150,撼訊,上櫃,電腦及週邊設備業
6160,欣技,上櫃,電腦及週邊設備業
6161,捷波,上櫃,電腦及週邊設備業
6188,廣明,上櫃,電腦及週邊設備業
6222,上揚,上櫃,電腦及週邊設備業
6228,全譜,上櫃,電腦及週邊設備業
6276,安鈦克,上櫃,電腦及週邊設備業
6298,崴強,上櫃,電腦及週邊設備業
8050,廣積,上櫃,電腦及週邊設備業
8076,伍豐,上櫃,電腦及週邊設備業
8234,新漢,上櫃,電腦及週邊設備業
8299,群聯,上櫃,電腦及週邊設備業
8410,森田,上櫃,電腦及週邊設備業
1603,華電,上市,電器電纜
1604,聲寶,上市,電器電纜
1605,華新,上市,電器電纜
1608,華榮,上市,電器電纜
1609,大亞,上市,電器電纜
1611,中電,上市,電器電纜
1612,宏泰,上市,電器電纜
1613,台一,上市,電器電纜
1614,三洋電,上市,電器電纜
1615,大山,上市,電器電纜
1616,億泰,上市,電器電纜
1617,榮星,上市,電器電纜
1618,合機,上市,電器電纜
1626,F-艾美,上市,電器電纜
4930,燦星網,上市,電器電纜
2061,風青,上櫃,電器電纜
4609,唐鋒,上櫃,電器電纜
1471,首利,上市,電子零組件業
1582,信錦,上市,電子零組件業
2059,川湖,上市,電子零組件業
2308,台達電,上市,電子零組件業
2313,華通,上市,電子零組件業
2316,楠梓電,上市,電子零組件業
2327,國巨,上市,電子零組件業
2328,廣宇,上市,電子零組件業
2355,敬鵬,上市,電子零組件業
2367,燿華,上市,電子零組件業
2368,金像電,上市,電子零組件業
2375,智寶,上市,電子零組件業
2383,台光電,上市,電子零組件業
2392,正崴,上市,電子零組件業
2402,毅嘉,上市,電子零組件業
2413,環科,上市,電子零組件業
2415,錩新,上市,電子零組件業
2420,新巨,上市,電子零組件業
2421,建準,上市,電子零組件業
2428,興勤,上市,電子零組件業
2429,銘旺科,上市,電子零組件業
2431,聯昌,上市,電子零組件業
2437,旺詮,上市,電子零組件業
2440,太空梭,上市,電子零組件業
2443,新利虹,上市,電子零組件業
2456,奇力新,上市,電子零組件業
2457,飛宏,上市,電子零組件業
2460,建通,上市,電子零組件業
2462,良得電,上市,電子零組件業
2467,志聖,上市,電子零組件業
2472,立隆電,上市,電子零組件業
2476,鉅祥,上市,電子零組件業
2478,大毅,上市,電子零組件業
2483,百容,上市,電子零組件業
2484,希華,上市,電子零組件業
2492,華新科,上市,電子零組件業
2493,揚博,上市,電子零組件業
3003,健和興,上市,電子零組件業
3011,今皓,上市,電子零組件業
3015,全漢,上市,電子零組件業
3021,鴻名,上市,電子零組件業
3023,信邦,上市,電子零組件業
3026,禾伸堂,上市,電子零組件業
3032,偉訓,上市,電子零組件業
3037,欣興,上市,電子零組件業
3042,晶技,上市,電子零組件業
3044,健鼎,上市,電子零組件業
3058,立德,上市,電子零組件業
3090,日電貿,上市,電子零組件業
3229,晟鈦,上市,電子零組件業
3296,勝德,上市,電子零組件業
3308,聯德,上市,電子零組件業
3338,泰碩,上市,電子零組件業
3376,新日興,上市,電子零組件業
3432,台端,上市,電子零組件業
3501,維熹,上市,電子零組件業
3533,嘉澤,上市,電子零組件業
3550,聯穎,上市,電子零組件業
3605,宏致,上市,電子零組件業
3607,谷崧,上市,電子零組件業
3645,達邁,上市,電子零組件業
3653,健策,上市,電子零組件業
3679,新至陞,上市,電子零組件業
4958,F-臻鼎,上市,電子零組件業
4999,鑫禾,上市,電子零組件業
5469,瀚宇博,上市,電子零組件業
6108,競國,上市,電子零組件業
6115,鎰勝,上市,電子零組件業
6133,金橋,上市,電子零組件業
6141,柏承,上市,電子零組件業
6153,嘉聯益,上市,電子零組件業
6155,鈞寶,上市,電子零組件業
6165,捷泰,上市,電子零組件業
6191,精成科,上市,電子零組件業
6197,佳必琪,上市,電子零組件業
6205,詮欣,上市,電子零組件業
6213,聯茂,上市,電子零組件業
6224,聚鼎,上市,電子零組件業
6251,定穎,上市,電子零組件業
6269,台郡,上市,電子零組件業
6282,康舒,上市,電子零組件業
6412,群電,上市,電子零組件業
6422,F-君耀,上市,電子零組件業
6449,鈺邦,上市,電子零組件業
8039,台虹,上市,電子零組件業
8046,南電,上市,電子零組件業
8103,瀚荃,上市,電子零組件業
8213,志超,上市,電子零組件業
8249,菱光,上市,電子零組件業
1333,恩得利,上櫃,電子零組件業
1336,台翰,上櫃,電子零組件業
1595,川寶,上櫃,電子零組件業
1815,富喬,上櫃,電子零組件業
3078,僑威,上櫃,電子零組件業
3089,遠昇,上櫃,電子零組件業
3092,鴻碩,上櫃,電子零組件業
3114,好德,上櫃,電子零組件業
3115,寶島極,上櫃,電子零組件業
3144,新揚科,上櫃,電子零組件業
3191,和進,上櫃,電子零組件業
3202,樺晟,上櫃,電子零組件業
3206,志豐,上櫃,電子零組件業
3207,耀勝,上櫃,電子零組件業
3217,優群,上櫃,電子零組件業
3226,至寶電,上櫃,電子零組件業
3236,千如,上櫃,電子零組件業
3276,宇環,上櫃,電子零組件業
3288,點晶,上櫃,電子零組件業
3294,英濟,上櫃,電子零組件業
3299,帛漢,上櫃,電子零組件業
3310,佳穎,上櫃,電子零組件業
3313,斐成,上櫃,電子零組件業
3322,建舜電,上櫃,電子零組件業
3332,幸康,上櫃,電子零組件業
3354,律勝,上櫃,電子零組件業
3388,崇越電,上櫃,電子零組件業
3390,旭軟,上櫃,電子零組件業
3465,祥業,上櫃,電子零組件業
3484,崧騰,上櫃,電子零組件業
3511,矽瑪,上櫃,電子零組件業
3512,能緹,上櫃,電子零組件業
3520,振維,上櫃,電子零組件業
3526,凡甲,上櫃,電子零組件業
3537,堡達,上櫃,電子零組件業
3548,兆利,上櫃,電子零組件業
3609,東林,上櫃,電子零組件業
3624,光頡,上櫃,電子零組件業
3631,晟楠,上櫃,電子零組件業
3646,艾恩特,上櫃,電子零組件業
3689,湧德,上櫃,電子零組件業
4542,科嶠,上櫃,電子零組件業
4912,F-聯德,上櫃,電子零組件業
4927,F-泰鼎,上櫃,電子零組件業
4939,亞電,上櫃,電子零組件業
4974,亞泰,上櫃,電子零組件業
5227,F-立凱,上櫃,電子零組件業
5255,美桀,上櫃,電子零組件業
5291,邑昇,上櫃,電子零組件業
5309,系統,上櫃,電子零組件業
5317,凱美,上櫃,電子零組件業
5321,友銓,上櫃,電子零組件業
5328,華容,上櫃,電子零組件業
5340,建榮,上櫃,電子零組件業
5345,天揚,上櫃,電子零組件業
5349,先豐,上櫃,電子零組件業
5355,佳總,上櫃,電子零組件業
5381,合正,上櫃,電子零組件業
5398,力瑋,上櫃,電子零組件業
5439,高技,上櫃,電子零組件業
5457,宣德,上櫃,電子零組件業
5460,同協,上櫃,電子零組件業
5464,霖宏,上櫃,電子零組件業
5475,德宏,上櫃,電子零組件業
5480,統盟,上櫃,電子零組件業
5481,華韡,上櫃,電子零組件業
5488,松普,上櫃,電子零組件業
5491,連展,上櫃,電子零組件業
5498,凱崴,上櫃,電子零組件業
6101,弘捷,上櫃,電子零組件業
6107,華美,上櫃,電子零組件業
6114,翔昇,上櫃,電子零組件業
6124,業強,上櫃,電子零組件業
6126,信音,上櫃,電子零組件業
6127,九豪,上櫃,電子零組件業
6134,萬旭,上櫃,電子零組件業
6156,松上,上櫃,電子零組件業
6158,禾昌,上櫃,電子零組件業
6173,信昌電,上櫃,電子零組件業
6174,安碁,上櫃,電子零組件業
6175,立敦,上櫃,電子零組件業
6185,幃翔,上櫃,電子零組件業
6194,育富,上櫃,電子零組件業
6203,海韻,上櫃,電子零組件業
6204,艾華,上櫃,電子零組件業
6207,雷科,上櫃,電子零組件業
6208,日揚,上櫃,電子零組件業
6210,慶生,上櫃,電子零組件業
6211,福登,上櫃,電子零組件業
6217,中探針,上櫃,電子零組件業
6220,岳豐,上櫃,電子零組件業
6242,立康,上櫃,電子零組件業
6248,沛波,上櫃,電子零組件業
6250,宇加,上櫃,電子零組件業
6259,百徽,上櫃,電子零組件業
6266,泰詠,上櫃,電子零組件業
6274,台燿,上櫃,電子零組件業
6279,胡連,上櫃,電子零組件業
6284,佳邦,上櫃,電子零組件業
6290,良維,上櫃,電子零組件業
6292,迅德,上櫃,電子零組件業
8038,長園科,上櫃,電子零組件業
8042,金山電,上櫃,電子零組件業
8043,蜜望實,上櫃,電子零組件業
8071,能率豐,上櫃,電子零組件業
8074,鉅橡,上櫃,電子零組件業
8080,奧斯特,上櫃,電子零組件業
8091,翔名,上櫃,電子零組件業
8093,保銳,上櫃,電子零組件業
8109,博大,上櫃,電子零組件業
8121,越峰,上櫃,電子零組件業
8147,正淩,上櫃,電子零組件業
8155,博智,上櫃,電子零組件業
8182,加高,上櫃,電子零組件業
8287,英格爾,上櫃,電子零組件業
8289,泰藝,上櫃,電子零組件業
8291,尚茂,上櫃,電子零組件業
8358,金居,上櫃,電子零組件業
2347,聯強,上市,電子通路業
2348,海悅,上市,電子通路業
2414,精技,上市,電子通路業
2430,燦坤,上市,電子通路業
2459,敦吉,上市,電子通路業
3010,華立,上市,電子通路業
3028,增你強,上市,電子通路業
3033,威健,上市,電子通路業
3036,文曄,上市,電子通路業
3040,遠見,上市,電子通路業
3048,益登,上市,電子通路業
3055,蔚華科,上市,電子通路業
3209,全科,上市,電子通路業
3312,弘憶股,上市,電子通路業
3315,宣昶,上市,電子通路業
3702,大聯大,上市,電子通路業
5434,崇越,上市,電子通路業
6145,勁永,上市,電子通路業
6189,豐藝,上市,電子通路業
6281,全國電,上市,電子通路業
8070,長華,上市,電子通路業
8112,至上,上市,電子通路業
3224,三顧,上櫃,電子通路業
3232,昱捷,上櫃,電子通路業
3360,尚立,上櫃,電子通路業
3444,利機,上櫃,電子通路業
3528,安馳,上櫃,電子通路業
6113,亞矽,上櫃,電子通路業
6118,建達,上櫃,電子通路業
6135,佳營,上櫃,電子通路業
6154,順發,上櫃,電子通路業
6171,亞銳士,上櫃,電子通路業
6227,茂綸,上櫃,電子通路業
6265,方土昶,上櫃,電子通路業
6270,倍微,上櫃,電子通路業
8032,光菱,上櫃,電子通路業
8067,志旭,上櫃,電子通路業
8068,全達,上櫃,電子通路業
8084,巨虹,上櫃,電子通路業
8096,擎亞,上櫃,電子通路業
1402,遠東新,上市,紡織纖維
1409,新纖,上市,紡織纖維
1410,南染,上市,紡織纖維
1413,宏洲,上市,紡織纖維
1414,東和,上市,紡織纖維
1416,廣豐,上市,紡織纖維
1417,嘉裕,上市,紡織纖維
1418,東華,上市,紡織纖維
1419,新紡,上市,紡織纖維
1423,利華,上市,紡織纖維
1432,大魯閣,上市,紡織纖維
1434,福懋,上市,紡織纖維
1439,中和,上市,紡織纖維
1440,南紡,上市,紡織纖維
1441,大東,上市,紡織纖維
1443,立益,上市,紡織纖維
1444,力麗,上市,紡織纖維
1445,大宇,上市,紡織纖維
1446,宏和,上市,紡織纖維
1447,力鵬,上市,紡織纖維
1449,佳和,上市,紡織纖維
1451,年興,上市,紡織纖維
1452,宏益,上市,紡織纖維
1453,大將,上市,紡織纖維
1454,台富,上市,紡織纖維
1455,集盛,上市,紡織纖維
1456,怡華,上市,紡織纖維
1457,宜進,上市,紡織纖維
1459,聯發,上市,紡織纖維
1460,宏遠,上市,紡織纖維
1463,強盛,上市,紡織纖維
1464,得力,上市,紡織纖維
1465,偉全,上市,紡織纖維
1466,聚隆,上市,紡織纖維
1467,南緯,上市,紡織纖維
1468,昶和,上市,紡織纖維
1469,理隆,上市,紡織纖維
1470,大統染,上市,紡織纖維
1472,三洋紡,上市,紡織纖維
1473,台南,上市,紡織纖維
1474,弘裕,上市,紡織纖維
1475,本盟,上市,紡織纖維
1476,儒鴻,上市,紡織纖維
1477,聚陽,上市,紡織纖維
4414,如興,上市,紡織纖維
4426,利勤,上市,紡織纖維
4401,東隆興,上櫃,紡織纖維
4402,福大,上櫃,紡織纖維
4406,新昕纖,上櫃,紡織纖維
4413,飛寶,上櫃,紡織纖維
4417,金洲,上櫃,紡織纖維
4419,松懋,上櫃,紡織纖維
4420,光明,上櫃,紡織纖維
4429,聚紡,上櫃,紡織纖維
4432,銘旺實,上櫃,紡織纖維
4433,興采,上櫃,紡織纖維
1532,勤美,上市,鋼鐵工業
2002,中鋼,上市,鋼鐵工業
2006,東鋼,上市,鋼鐵工業
2007,燁興,上市,鋼鐵工業
2008,高興昌,上市,鋼鐵工業
2009,第一銅,上市,鋼鐵工業
2010,春源,上市,鋼鐵工業
2012,春雨,上市,鋼鐵工業
2013,中鋼構,上市,鋼鐵工業
2014,中鴻,上市,鋼鐵工業
2015,豐興,上市,鋼鐵工業
2017,官田鋼,上市,鋼鐵工業
2020,美亞,上市,鋼鐵工業
2022,聚亨,上市,鋼鐵工業
2023,燁輝,上市,鋼鐵工業
2024,志聯,上市,鋼鐵工業
2025,千興,上市,鋼鐵工業
2027,大成鋼,上市,鋼鐵工業
2028,威致,上市,鋼鐵工業
2029,盛餘,上市,鋼鐵工業
2030,彰源,上市,鋼鐵工業
2031,新光鋼,上市,鋼鐵工業
2032,新鋼,上市,鋼鐵工業
2033,佳大,上市,鋼鐵工業
2034,允強,上市,鋼鐵工業
2038,海光,上市,鋼鐵工業
3004,豐達科,上市,鋼鐵工業
5007,三星,上市,鋼鐵工業
5538,F-東明,上市,鋼鐵工業
9958,世紀鋼,上市,鋼鐵工業
2035,唐榮,上櫃,鋼鐵工業
2063,世鎧,上櫃,鋼鐵工業
2064,晉椿,上櫃,鋼鐵工業
5009,榮剛,上櫃,鋼鐵工業
5011,久陽,上櫃,鋼鐵工業
5013,強新,上櫃,鋼鐵工業
5014,建錩,上櫃,鋼鐵工業
5015,華祺,上櫃,鋼鐵工業
5016,松和,上櫃,鋼鐵工業
8349,恒耀,上櫃,鋼鐵工業
8930,青鋼,上櫃,鋼鐵工業
9962,有益,上櫃,鋼鐵工業
2701,萬企,上市,觀光事業
2702,華園,上市,觀光事業
2704,國賓,上市,觀光事業
2705,六福,上市,觀光事業
2706,第一店,上市,觀光事業
2707,晶華,上市,觀光事業
2712,遠雄來,上市,觀光事業
2722,夏都,上市,觀光事業
2723,F-美食,上市,觀光事業
2727,王品,上市,觀光事業
2731,雄獅,上市,觀光事業
5706,鳳凰,上市,觀光事業
8940,新天地,上市,觀光事業
9943,好樂迪,上市,觀光事業
1259,安心,上櫃,觀光事業
2718,桃園店,上櫃,觀光事業
2719,燦星旅,上櫃,觀光事業
2724,F-富驛,上櫃,觀光事業
2726,F-雅茗,上櫃,觀光事業
2729,瓦城,上櫃,觀光事業
2734,易飛網,上櫃,觀光事業
5395,圓方,上櫃,觀光事業
5701,劍湖山,上櫃,觀光事業
5703,亞都,上櫃,觀光事業
5704,老爺知,上櫃,觀光事業
2323,中環,上市,光電業
2340,光磊,上市,光電業
2349,錸德,上市,光電業
2374,佳能,上市,光電業
2384,勝華,上市,光電業
2393,億光,上市,光電業
2406,國碩,上市,光電業
2409,友達,上市,光電業
2426,鼎元,上市,光電業
2438,翔耀,上市,光電業
2448,晶電,上市,光電業
2466,冠西電,上市,光電業
2475,華映,上市,光電業
2486,一詮,上市,光電業
2489,瑞軒,上市,光電業
2491,吉祥全,上市,光電業
2499,東貝,上市,光電業
3008,大立光,上市,光電業
3019,亞光,上市,光電業
3024,憶聲,上市,光電業
3031,佰鴻,上市,光電業
3038,全台,上市,光電業
3049,和鑫,上市,光電業
3050,鈺德,上市,光電業
3051,力特,上市,光電業
3059,華晶科,上市,光電業
3149,正達,上市,光電業
3356,奇偶,上市,光電業
3383,新世紀,上市,光電業
3406,玉晶光,上市,光電業
3437,榮創,上市,光電業
3454,晶睿,上市,光電業
3481,群創,上市,光電業
3504,揚明光,上市,光電業
3514,昱晶,上市,光電業
3535,晶彩科,上市,光電業
3536,誠創,上市,光電業
3557,嘉威,上市,光電業
3561,昇陽科,上市,光電業
3573,穎台,上市,光電業
3576,新日光,上市,光電業
3584,介面,上市,光電業
3591,艾笛森,上市,光電業
3593,力銘,上市,光電業
3622,洋華,上市,光電業
3669,圓展,上市,光電業
3673,F-TPK,上市,光電業
3698,隆達,上市,光電業
4934,太極,上市,光電業
4935,F-茂林,上市,光電業
4942,嘉彰,上市,光電業
4956,光鋐,上市,光電業
4960,奇美材,上市,光電業
4976,佳凌,上市,光電業
5234,達興,上市,光電業
5243,F-乙盛,上市,光電業
5259,清惠,上市,光電業
5484,慧友,上市,光電業
